product_id,product_length,product_depth,product_width,cluster_id,hierarchy1_id,hierarchy2_id,hierarchy3_id,hierarchy4_id,hierarchy5_id
P0375,1.00,1.00,1.00,cluster_0,H03,H0314,H031402,H03140202,H0314020202
P0376,2.00,13.00,8.00,cluster_0,H00,H0001,H000105,H00010510,H0001051017
P0377,2.00,27.00,21.00,cluster_0,H03,H0313,H031307,H03130700,H0313070003
P0379,8.00,13.00,8.00,cluster_4,H03,H0312,H031204,H03120409,H0312040900
P0381,2.00,9.00,3.00,cluster_6,H01,H0108,H010806,H01080616,H0108061601
P0382,3.20,13.70,12.70,cluster_4,H01,H0105,H010500,H01050000,H0105000012
P0383,24.00,8.00,18.00,cluster_0,H03,H0311,H031108,H03110805,H0311080502
P0384,1.00,1.00,1.00,cluster_0,H00,H0004,H000403,H00040309,H0004030906
P0386,9.20,16.00,6.50,cluster_0,H01,H0108,H010807,H01080700,H0108070012
P0388,1.00,20.00,30.00,cluster_3,H03,H0313,H031307,H03130705,H0313070501
P0389,10.20,31.70,10.20,cluster_4,H00,H0002,H000202,H00020205,H0002020512
P0390,4.50,17.00,4.50,cluster_0,H01,H0108,H010805,H01080500,H0108050032
P0391,6.80,22.00,14.00,cluster_5,H03,H0315,H031508,H03150809,H0315080935
P0392,6.00,32.50,40.50,cluster_0,H03,H0313,H031302,H03130205,H0313020501
P0393,7.00,12.00,7.00,cluster_4,H00,H0002,H000201,H00020110,H0002011012
P0394,14.00,6.00,3.00,cluster_4,H00,H0003,H000312,H00031200,H0003120012
P0395,14.00,23.00,13.00,cluster_0,H01,H0107,H010702,H01070205,H0107020507
P0396,3.00,7.00,3.00,cluster_0,H01,H0108,H010806,H01080616,H0108061601
P0397,1.00,23.00,4.00,cluster_0,H01,H0108,H010801,H01080109,H0108010917
P0398,5.00,5.00,5.00,cluster_0,H03,H0312,H031209,H03120910,H0312091006
P0399,2.30,7.50,4.00,cluster_0,H01,H0108,H010807,H01080710,H0108071022
P0400,2.00,27.00,21.00,cluster_0,H03,H0313,H031307,H03130700,H0313070010
P0402,2.80,7.30,7.00,cluster_0,H01,H0105,H010503,H01050305,H0105030517
P0403,1.00,5.10,9.20,cluster_0,H00,H0003,H000316,H00031600,H0003160001
P0405,5.20,20.40,10.20,cluster_0,H01,H0108,H010809,H01080900,H0108090001
P0406,4.50,4.50,31.00,cluster_0,H01,H0106,H010601,H01060113,H0106011301
P0408,6.50,28.20,19.00,cluster_0,H01,H0105,H010500,H01050000,H0105000026
P0411,9.70,17.30,12.50,cluster_0,H01,H0107,H010700,H01070009,H0107000922
P0412,4.00,11.30,4.00,cluster_0,H01,H0108,H010805,H01080500,H0108050026
P0413,0.00,0.00,0.00,cluster_7,H02,H0210,H021002,H02100203,H0210020302
P0414,4.60,21.80,8.60,cluster_8,H01,H0108,H010803,H01080311,H0108031101
P0415,23.00,17.00,1.00,cluster_3,H03,H0311,H031111,H03111101,H0311110124
P0416,5.00,28.00,16.00,cluster_0,H03,H0311,H031109,H03110902,H0311090203
P0417,17.00,5.00,17.00,cluster_0,H03,H0312,H031207,H03120710,H0312071017
P0418,3.00,16.00,8.00,cluster_0,H03,H0312,H031211,H03121109,H0312110928
P0419,8.00,15.00,13.00,cluster_6,H03,H0312,H031207,H03120710,H0312071004
P0420,3.00,3.00,35.00,cluster_0,H03,H0313,H031305,H03130515,H0313051515
P0421,5.00,28.00,16.00,cluster_6,H03,H0311,H031109,H03110902,H0311090203
P0422,5.00,16.00,6.00,cluster_0,H00,H0002,H000200,H00020000,H0002000017
P0424,2.00,17.00,14.00,cluster_0,H03,H0315,H031504,H03150411,H0315041100
P0425,9.70,25.00,9.70,cluster_0,H01,H0106,H010601,H01060112,H0106011210
P0426,1.60,12.00,8.00,cluster_0,H01,H0106,H010601,H01060114,H0106011432
P0427,8.50,24.00,9.00,cluster_1,H00,H0000,H000004,H00000405,H0000040501
P0428,9.50,23.50,15.50,cluster_0,H00,H0002,H000200,H00020000,H0002000012
P0429,8.00,15.00,12.00,cluster_0,H03,H0312,H031207,H03120710,H0312071012
P0431,5.00,21.00,11.30,cluster_9,H00,H0004,H000401,H00040105,H0004010512
P0432,13.60,7.00,14.40,cluster_0,H03,H0312,H031209,H03120916,H0312091609
P0433,24.00,10.00,34.00,cluster_0,H03,H0312,H031205,H03120508,H0312050800
P0435,1.00,4.00,10.00,cluster_0,H01,H0106,H010601,H01060114,H0106011422
P0436,5.00,25.00,15.00,cluster_8,H00,H0004,H000400,H00040000,H0004000012
P0437,9.00,23.00,13.00,cluster_0,H03,H0312,H031207,H03120710,H0312071015
P0438,1.50,14.00,10.00,cluster_0,H00,H0003,H000312,H00031200,H0003120001
P0439,2.50,17.00,13.00,cluster_0,H03,H0313,H031303,H03130302,H0313030205
P0440,5.00,5.00,5.00,cluster_3,H03,H0313,H031309,H03130905,H0313090531
P0441,6.00,11.00,6.00,cluster_9,H00,H0002,H000202,H00020200,H0002020033
P0442,7.10,16.40,7.10,cluster_4,H00,H0001,H000101,H00010105,H0001010512
P0444,2.00,15.00,10.00,cluster_0,H03,H0313,H031302,H03130209,H0313020905
P0445,8.00,25.00,20.00,cluster_0,H03,H0313,H031303,H03130302,H0313030201
P0446,7.00,24.00,10.00,cluster_3,H00,H0002,H000208,H00020800,H0002080022
P0448,2.00,19.00,14.00,cluster_9,H00,H0003,H000316,H00031609,H0003160922
P0450,3.30,8.60,3.30,cluster_0,H01,H0108,H010808,H01080814,H0108081412
P0451,2.00,15.00,8.00,cluster_8,H03,H0315,H031504,H03150411,H0315041121
P0452,8.00,6.00,26.50,cluster_0,H03,H0313,H031302,H03130209,H0313020903
P0453,1.00,25.00,18.00,cluster_0,H01,H0106,H010601,H01060113,H0106011307
P0454,4.50,18.50,14.00,cluster_4,H00,H0001,H000102,H00010210,H0001021012
P0455,2.10,19.00,14.00,cluster_3,H00,H0004,H000401,H00040105,H0004010501
P0456,4.00,11.00,10.00,cluster_0,H01,H0108,H010809,H01080900,H0108090012
P0457,5.00,28.00,16.00,cluster_0,H03,H0311,H031108,H03110801,H0311080101
P0458,4.00,6.50,11.00,cluster_0,H01,H0106,H010601,H01060113,H0106011307
P0459,9.50,34.50,9.50,cluster_1,H00,H0000,H000004,H00000405,H0000040501
P0460,5.00,28.00,16.00,cluster_0,H03,H0311,H031109,H03110901,H0311090101
P0461,7.00,20.00,13.00,cluster_0,H01,H0108,H010807,H01080710,H0108071032
P0462,5.00,8.50,5.00,cluster_0,H03,H0312,H031206,H03120609,H0312060938
P0463,5.00,28.00,16.00,cluster_9,H03,H0311,H031109,H03110900,H0311090003
P0464,2.30,20.00,10.50,cluster_0,H01,H0108,H010809,H01080900,H0108090006
P0466,4.50,7.00,7.00,cluster_0,H01,H0108,H010810,H01081009,H0108100906
P0467,2.50,17.00,7.00,cluster_0,H03,H0315,H031504,H03150411,H0315041121
P0468,5.00,42.00,12.00,cluster_0,H03,H0315,H031502,H03150209,H0315020911
P0469,3.80,21.60,35.00,cluster_0,H03,H0313,H031302,H03130210,H0313021001
P0470,7.00,18.00,19.00,cluster_0,H00,H0002,H000200,H00020000,H0002000026
P0471,14.00,35.00,14.00,cluster_0,H00,H0001,H000104,H00010400,H0001040001
P0473,5.00,5.00,5.00,cluster_0,H03,H0315,H031504,H03150411,H0315041131
P0474,5.00,5.00,5.00,cluster_0,H03,H0315,H031504,H03150400,H0315040000
P0475,4.50,16.70,9.00,cluster_0,H01,H0108,H010807,H01080700,H0108070012
P0476,22.00,10.00,32.00,cluster_0,H03,H0312,H031205,H03120508,H0312050800
P0477,1.00,15.00,7.00,cluster_0,H03,H0313,H031305,H03130518,H0313051826
P0480,5.00,15.20,9.90,cluster_9,H01,H0108,H010807,H01080709,H0108070906
P0481,5.00,24.00,16.00,cluster_9,H03,H0314,H031405,H03140500,H0314050001
P0483,2.00,27.00,21.00,cluster_9,H03,H0313,H031307,H03130700,H0313070007
P0484,1.00,1.00,1.00,cluster_0,H00,H0004,H000403,H00040309,H0004030906
P0485,8.50,12.00,16.00,cluster_0,H03,H0317,H031702,H03170212,H0317021202
P0487,5.00,28.00,16.00,cluster_6,H03,H0311,H031109,H03110902,H0311090203
P0489,3.30,13.00,16.00,cluster_0,H00,H0002,H000201,H00020100,H0002010006
P0490,7.10,6.60,7.10,cluster_0,H01,H0108,H010811,H01081100,H0108110038
P0491,25.00,10.00,12.00,cluster_9,H03,H0312,H031211,H03121109,H0312110917
P0492,8.00,9.00,10.00,cluster_0,H00,H0002,H000200,H00020000,H0002000012
P0493,4.00,45.00,12.00,cluster_2,H03,H0315,H031502,H03150209,H0315020946
P0494,10.00,14.00,11.00,cluster_0,H03,H0312,H031207,H03120710,H0312071007
P0495,3.00,10.00,3.00,cluster_0,H00,H0001,H000105,H00010500,H0001050001
P0496,20.00,12.00,20.00,cluster_0,H03,H0312,H031205,H03120508,H0312050800
P0497,4.00,11.00,21.00,cluster_4,H01,H0106,H010601,H01060113,H0106011307
P0498,20.00,35.00,24.00,cluster_0,H03,H0315,H031508,H03150800,H0315080028
P0499,2.50,5.80,15.50,cluster_0,H00,H0003,H000312,H00031200,H0003120002
P0500,8.00,23.00,8.00,cluster_2,H00,H0004,H000400,H00040000,H0004000017
P0501,5.80,16.60,9.00,cluster_0,H01,H0108,H010807,H01080700,H0108070012
P0502,1.50,10.00,8.50,cluster_0,H01,H0108,H010806,H01080600,H0108060032
P0503,2.70,23.00,4.50,cluster_2,H01,H0107,H010702,H01070200,H0107020015
P0504,4.50,16.70,9.00,cluster_0,H01,H0108,H010807,H01080700,H0108070012
P0505,1.00,14.00,14.00,cluster_0,H03,H0313,H031305,H03130519,H0313051901
P0506,2.50,16.50,16.50,cluster_0,H01,H0107,H010701,H01070109,H0107010906
P0507,1.00,3.50,13.50,cluster_0,H00,H0003,H000313,H00031300,H0003130001
P0508,1.00,25.00,7.00,cluster_0,H03,H0313,H031305,H03130518,H0313051817
P0509,4.40,22.00,8.80,cluster_0,H01,H0108,H010807,H01080710,H0108071032
P0510,4.90,21.30,8.40,cluster_0,H01,H0108,H010801,H01080100,H0108010012
P0511,3.50,4.00,26.00,cluster_0,H01,H0106,H010601,H01060113,H0106011303
P0512,5.00,26.00,10.00,cluster_9,H01,H0107,H010702,H01070200,H0107020004
P0513,5.00,35.00,5.00,cluster_0,H03,H0312,H031211,H03121109,H0312110906
P0514,2.00,27.00,21.00,cluster_0,H03,H0313,H031307,H03130700,H0313070005
P0515,40.00,30.00,40.00,cluster_0,H03,H0315,H031508,H03150800,H0315080002
P0516,20.00,30.00,34.00,cluster_0,H03,H0315,H031508,H03150800,H0315080027
P0517,5.00,28.00,16.00,cluster_6,H03,H0311,H031109,H03110900,H0311090003
P0518,2.00,19.00,10.50,cluster_0,H03,H0313,H031305,H03130515,H0313051514
P0520,6.20,16.80,6.20,cluster_0,H00,H0000,H000004,H00000405,H0000040501
P0521,5.50,5.50,31.00,cluster_0,H01,H0106,H010601,H01060113,H0106011304
P0522,16.00,16.00,27.00,cluster_3,H03,H0312,H031207,H03120710,H0312071007
P0523,3.00,17.00,12.00,cluster_5,H03,H0313,H031302,H03130209,H0313020905
P0524,2.00,25.00,9.00,cluster_5,H03,H0311,H031111,H03111103,H0311110301
P0525,6.00,17.00,17.00,cluster_9,H03,H0312,H031207,H03120710,H0312071009
P0526,1.00,1.00,1.00,cluster_0,H03,H0314,H031408,H03140801,H0314080103
P0527,4.50,20.00,15.50,cluster_0,H00,H0001,H000102,H00010210,H0001021012
P0528,3.00,12.00,10.00,cluster_0,H03,H0311,H031110,H03111006,H0311100601
P0529,2.00,16.50,9.50,cluster_4,H03,H0315,H031504,H03150411,H0315041140
P0531,6.00,19.00,6.00,cluster_9,H00,H0000,H000005,H00000500,H0000050001
P0532,17.00,4.00,22.00,cluster_9,H03,H0312,H031209,H03120916,H0312091617
P0533,6.00,6.00,15.00,cluster_2,H00,H0003,H000312,H00031200,H0003120002
P0534,3.00,17.00,9.00,cluster_4,H00,H0004,H000401,H00040105,H0004010517
P0535,5.00,28.00,16.00,cluster_0,H03,H0311,H031109,H03110901,H0311090103
P0536,7.00,22.00,7.00,cluster_9,H00,H0000,H000004,H00000400,H0000040001
P0537,4.40,18.60,7.50,cluster_9,H01,H0108,H010801,H01080100,H0108010012
P0538,24.50,6.30,31.90,cluster_0,H03,H0312,H031205,H03120502,H0312050214
P0539,6.00,22.00,23.00,cluster_0,H03,H0313,H031302,H03130212,H0313021207
P0540,5.00,3.00,3.00,cluster_9,H01,H0108,H010806,H01080611,H0108061122
P0541,22.00,22.00,25.00,cluster_0,H03,H0311,H031108,H03110801,H0311080101
P0543,5.50,12.50,12.00,cluster_5,H00,H0003,H000312,H00031200,H0003120001
P0544,10.00,30.00,30.00,cluster_0,H03,H0314,H031403,H03140301,H0314030102
P0545,5.00,7.00,24.00,cluster_0,H01,H0106,H010601,H01060113,H0106011307
P0546,15.20,7.50,15.20,cluster_0,H03,H0316,H031608,H03160817,H0316081707
P0547,5.00,10.00,5.00,cluster_0,H03,H0313,H031309,H03130900,H0313090044
P0548,5.00,12.00,5.00,cluster_8,H00,H0000,H000003,H00000300,H0000030001
P0549,5.50,23.40,7.30,cluster_0,H01,H0108,H010807,H01080710,H0108071032
P0550,1.00,1.00,1.00,cluster_0,H00,H0004,H000403,H00040305,H0004030501
P0551,2.00,15.00,13.00,cluster_3,H00,H0003,H000316,H00031609,H0003160901
P0552,20.00,2.00,25.00,cluster_0,H03,H0313,H031305,H03130512,H0313051225
P0553,6.00,32.50,21.50,cluster_0,H03,H0313,H031302,H03130205,H0313020501
P0554,30.00,2.00,24.00,cluster_0,H03,H0313,H031305,H03130512,H0313051224
P0555,5.00,17.00,12.00,cluster_0,H01,H0108,H010805,H01080509,H0108050901
P0556,6.60,15.00,6.60,cluster_4,H01,H0106,H010600,H01060013,H0106001338
P0557,7.00,39.00,16.00,cluster_0,H00,H0004,H000400,H00040000,H0004000012
P0559,13.40,31.10,13.40,cluster_0,H00,H0001,H000104,H00010400,H0001040001
P0560,3.00,25.50,15.00,cluster_4,H00,H0003,H000314,H00031409,H0003140912
P0561,1.00,1.00,1.00,cluster_0,H00,H0004,H000403,H00040305,H0004030536
P0563,9.00,6.50,25.50,cluster_4,H00,H0003,H000314,H00031400,H0003140001
P0565,4.50,16.00,17.00,cluster_0,H00,H0003,H000312,H00031200,H0003120012
P0566,5.00,20.00,15.00,cluster_0,H02,H0210,H021002,H02100200,H0210020002
P0567,4.00,2.00,6.00,cluster_0,H03,H0313,H031302,H03130209,H0313020904
P0569,5.00,25.00,15.00,cluster_9,H00,H0004,H000400,H00040000,H0004000017
P0570,2.00,11.00,3.50,cluster_0,H03,H0315,H031504,H03150411,H0315041121
P0571,10.00,45.00,10.00,cluster_0,H03,H0313,H031302,H03130200,H0313020001
P0572,1.00,18.60,2.00,cluster_7,H00,H0003,H000315,H00031500,H0003150002
P0574,1.70,4.50,14.20,cluster_9,H00,H0003,H000314,H00031405,H0003140506
P0575,26.00,28.00,9.00,cluster_0,H00,H0000,H000005,H00000505,H0000050517
P0576,15.00,17.50,15.00,cluster_0,H03,H0312,H031206,H03120609,H0312060938
P0577,8.00,47.00,28.00,cluster_0,H03,H0312,H031205,H03120507,H0312050709
P0578,4.00,14.00,4.00,cluster_0,H00,H0000,H000005,H00000505,H0000050506
P0579,4.80,20.50,14.30,cluster_7,H01,H0105,H010500,H01050000,H0105000033
P0581,3.50,19.00,14.50,cluster_6,H00,H0001,H000102,H00010210,H0001021017
P0582,4.90,16.50,7.00,cluster_0,H01,H0108,H010807,H01080700,H0108070022
P0583,2.00,9.00,9.00,cluster_0,H01,H0107,H010702,H01070211,H0107021102
P0584,10.00,17.50,11.00,cluster_3,H01,H0107,H010700,H01070009,H0107000922
P0585,4.60,19.90,12.90,cluster_0,H01,H0107,H010702,H01070210,H0107021002
P0587,5.70,8.80,9.10,cluster_8,H01,H0107,H010700,H01070009,H0107000922
P0588,10.00,40.00,30.00,cluster_0,H03,H0315,H031506,H03150612,H0315061216
P0589,7.50,21.10,4.30,cluster_0,H01,H0108,H010807,H01080710,H0108071032
P0590,2.00,17.50,3.00,cluster_7,H00,H0002,H000200,H00020009,H0002000926
P0591,8.50,12.00,8.50,cluster_0,H00,H0002,H000201,H00020100,H0002010012
P0592,5.00,28.00,16.00,cluster_0,H03,H0311,H031108,H03110805,H0311080501
P0593,44.00,88.00,47.00,cluster_9,H03,H0314,H031401,H03140100,H0314010005
P0594,8.00,6.00,8.00,cluster_0,H00,H0002,H000200,H00020000,H0002000006
P0595,3.50,7.00,11.00,cluster_0,H01,H0105,H010503,H01050305,H0105030506
P0597,4.00,10.00,4.00,cluster_0,H03,H0313,H031309,H03130900,H0313090044
P0598,6.20,16.80,6.20,cluster_9,H00,H0000,H000004,H00000405,H0000040517
P0599,2.00,17.50,10.00,cluster_0,H03,H0315,H031502,H03150200,H0315020002
P0600,3.00,10.00,7.00,cluster_0,H03,H0311,H031101,H03110101,H0311010127
P0601,1.00,14.00,9.50,cluster_0,H03,H0312,H031201,H03120100,H0312010014
P0602,4.50,16.70,4.50,cluster_2,H01,H0108,H010805,H01080500,H0108050033
P0603,6.00,19.00,26.00,cluster_0,H03,H0313,H031302,H03130209,H0313020901
P0605,0.10,14.00,9.50,cluster_0,H01,H0108,H010811,H01081100,H0108110043
P0606,3.00,17.00,7.00,cluster_9,H01,H0107,H010700,H01070009,H0107000901
P0608,7.50,17.50,8.80,cluster_0,H01,H0105,H010503,H01050309,H0105030901
P0609,3.00,15.00,15.00,cluster_0,H03,H0313,H031305,H03130515,H0313051502
P0610,5.00,20.00,30.00,cluster_9,H02,H0209,H020900,H02090000,H0209000001
P0611,2.00,27.00,21.00,cluster_0,H03,H0313,H031307,H03130700,H0313070006
P0613,12.00,3.00,9.00,cluster_0,H00,H0002,H000206,H00020605,H0002060501
P0614,6.80,16.50,10.00,cluster_0,H01,H0108,H010807,H01080700,H0108070012
P0615,7.00,12.50,7.00,cluster_0,H00,H0002,H000206,H00020609,H0002060912
P0616,6.00,9.50,7.50,cluster_0,H00,H0002,H000206,H00020610,H0002061001
P0618,4.00,14.00,14.00,cluster_0,H03,H0316,H031608,H03160817,H0316081706
P0619,5.00,28.00,16.00,cluster_0,H03,H0311,H031109,H03110900,H0311090003
P0620,12.00,4.00,5.00,cluster_0,H03,H0311,H031108,H03110805,H0311080502
P0621,100.00,160.00,100.00,cluster_0,H01,H0108,H010806,H01080613,H0108061317
P0622,3.00,26.50,17.00,cluster_9,H03,H0311,H031110,H03111006,H0311100603
P0623,8.20,8.20,8.20,cluster_0,H00,H0002,H000200,H00020000,H0002000001
P0625,4.00,4.00,36.50,cluster_0,H01,H0106,H010601,H01060113,H0106011308
P0626,8.00,10.00,8.00,cluster_0,H00,H0002,H000206,H00020610,H0002061006
P0627,1.00,1.00,1.00,cluster_0,H00,H0004,H000403,H00040300,H0004030012
P0628,3.00,18.00,7.00,cluster_0,H03,H0313,H031305,H03130518,H0313051832
P0629,5.70,17.50,5.70,cluster_4,H00,H0000,H000004,H00000400,H0000040001
P0631,6.00,12.00,6.00,cluster_0,H00,H0003,H000313,H00031300,H0003130001
P0632,36.50,38.00,57.00,cluster_0,H03,H0315,H031508,H03150800,H0315080002
P0633,6.00,14.00,6.00,cluster_0,H00,H0000,H000004,H00000400,H0000040012
P0634,15.00,15.00,40.00,cluster_0,H03,H0313,H031302,H03130200,H0313020001
P0635,1.00,21.00,11.00,cluster_6,H03,H0313,H031309,H03130900,H0313090031
P0637,5.00,25.00,9.00,cluster_0,H01,H0107,H010702,H01070200,H0107020004
P0638,9.00,24.00,18.00,cluster_0,H03,H0312,H031207,H03120710,H0312071007
P0639,4.60,21.50,14.20,cluster_5,H00,H0003,H000310,H00031000,H0003100017
P0640,7.00,7.00,7.00,cluster_0,H01,H0108,H010811,H01081100,H0108110006
P0641,1.00,17.00,8.00,cluster_0,H03,H0313,H031305,H03130518,H0313051826
P0642,7.00,7.50,20.00,cluster_0,H00,H0003,H000312,H00031200,H0003120004
P0643,2.00,18.00,12.00,cluster_0,H03,H0313,H031305,H03130519,H0313051904
P0644,62.00,89.00,57.00,cluster_6,H03,H0314,H031401,H03140100,H0314010005
P0645,4.00,38.00,38.00,cluster_0,H03,H0313,H031302,H03130215,H0313021510
P0646,4.50,19.00,29.50,cluster_0,H03,H0313,H031303,H03130302,H0313030201
P0647,5.00,19.00,13.00,cluster_0,H00,H0003,H000312,H00031200,H0003120001
P0649,1.00,23.00,10.00,cluster_3,H03,H0311,H031111,H03111101,H0311110124
P0651,5.90,24.50,6.40,cluster_4,H01,H0106,H010600,H01060013,H0106001301
P0652,15.50,5.40,6.50,cluster_4,H01,H0107,H010700,H01070009,H0107000901
P0654,6.00,18.50,11.50,cluster_0,H00,H0002,H000208,H00020805,H0002080526
P0655,26.30,45.70,29.30,cluster_0,H01,H0106,H010601,H01060112,H0106011212
P0656,3.00,21.00,21.00,cluster_0,H03,H0312,H031204,H03120400,H0312040037
P0657,3.00,11.50,16.50,cluster_0,H00,H0002,H000206,H00020605,H0002060501
P0658,13.50,20.00,21.00,cluster_6,H01,H0107,H010700,H01070005,H0107000501
P0659,5.00,18.50,9.00,cluster_0,H00,H0002,H000202,H00020200,H0002020026
P0660,6.50,7.50,13.00,cluster_0,H00,H0002,H000200,H00020000,H0002000001
P0661,1.00,12.00,8.40,cluster_0,H01,H0106,H010601,H01060114,H0106011422
P0662,22.00,3.50,22.00,cluster_0,H03,H0316,H031608,H03160817,H0316081713
P0663,5.30,13.40,5.30,cluster_1,H00,H0000,H000004,H00000405,H0000040506
P0664,4.00,4.00,15.00,cluster_3,H00,H0003,H000312,H00031200,H0003120012
P0665,6.50,13.60,6.50,cluster_0,H00,H0001,H000105,H00010510,H0001051006
P0666,28.00,10.50,12.00,cluster_0,H03,H0317,H031702,H03170215,H0317021508
P0667,2.00,12.40,7.70,cluster_0,H01,H0108,H010811,H01081100,H0108110001
P0668,2.00,27.00,21.00,cluster_0,H03,H0313,H031307,H03130700,H0313070019
P0669,5.00,28.00,16.00,cluster_0,H03,H0311,H031109,H03110900,H0311090003
P0670,3.80,15.50,3.80,cluster_9,H01,H0108,H010807,H01080709,H0108070906
P0671,7.40,10.80,7.40,cluster_0,H00,H0002,H000201,H00020110,H0002011012
P0672,8.00,13.00,8.00,cluster_0,H03,H0313,H031309,H03130900,H0313090040
P0673,8.00,18.00,10.00,cluster_0,H01,H0107,H010700,H01070009,H0107000922
P0674,12.00,10.50,8.20,cluster_3,H03,H0316,H031608,H03160817,H0316081708
P0675,6.50,26.00,13.00,cluster_0,H00,H0001,H000102,H00010210,H0001021017
P0676,2.00,2.00,44.50,cluster_0,H03,H0312,H031205,H03120507,H0312050709
P0678,1.50,12.00,7.50,cluster_0,H01,H0108,H010811,H01081100,H0108110001
P0679,16.00,19.50,16.00,cluster_0,H01,H0108,H010805,H01080509,H0108050906
P0680,9.50,20.00,14.00,cluster_4,H01,H0107,H010702,H01070210,H0107021001
P0681,5.50,23.80,7.50,cluster_0,H01,H0108,H010807,H01080710,H0108071032
P0682,5.00,16.00,5.00,cluster_4,H00,H0000,H000004,H00000400,H0000040012
P0683,1.00,29.50,21.00,cluster_0,H03,H0313,H031305,H03130520,H0313052001
P0684,15.00,55.00,32.00,cluster_0,H03,H0313,H031303,H03130303,H0313030301
P0685,3.00,26.50,17.00,cluster_2,H03,H0311,H031110,H03111006,H0311100603
P0687,5.00,15.20,9.90,cluster_9,H01,H0108,H010807,H01080710,H0108071022
P0688,1.00,23.00,7.50,cluster_0,H03,H0313,H031305,H03130518,H0313051817
P0689,9.20,27.40,11.50,cluster_0,H01,H0105,H010501,H01050114,H0105011401
P0690,9.00,5.50,9.00,cluster_0,H01,H0108,H010810,H01081009,H0108100901
P0691,1.00,20.00,30.00,cluster_4,H03,H0313,H031307,H03130705,H0313070502
P0692,3.50,4.00,11.50,cluster_0,H03,H0312,H031207,H03120710,H0312071009
P0693,6.00,33.00,10.50,cluster_0,H03,H0313,H031302,H03130205,H0313020501
P0694,11.00,16.00,16.00,cluster_9,H00,H0000,H000005,H00000505,H0000050506
P0695,2.00,10.00,20.00,cluster_9,H00,H0002,H000206,H00020610,H0002061001
P0696,4.60,10.30,4.80,cluster_0,H01,H0108,H010805,H01080500,H0108050026
P0697,8.00,16.00,10.00,cluster_0,H00,H0002,H000200,H00020009,H0002000901
P0698,11.10,11.10,11.10,cluster_7,H00,H0001,H000105,H00010500,H0001050008
P0699,2.00,20.00,15.00,cluster_0,H03,H0313,H031307,H03130700,H0313070017
P0700,40.00,100.00,50.00,cluster_6,H03,H0314,H031401,H03140100,H0314010006
P0701,4.50,18.50,8.50,cluster_9,H01,H0107,H010702,H01070200,H0107020017
P0702,4.50,7.00,7.00,cluster_4,H01,H0107,H010700,H01070009,H0107000901
P0703,26.00,26.00,26.00,cluster_0,H03,H0314,H031407,H03140702,H0314070201
P0704,6.00,20.00,13.00,cluster_0,H00,H0001,H000102,H00010210,H0001021012
P0705,4.60,23.30,8.60,cluster_6,H01,H0108,H010803,H01080311,H0108031101
P0706,1.00,10.00,10.00,cluster_0,H00,H0004,H000401,H00040105,H0004010522
P0707,4.30,13.50,4.30,cluster_9,H00,H0001,H000105,H00010510,H0001051017
P0708,5.00,15.00,10.00,cluster_0,H03,H0315,H031504,H03150400,H0315040000
P0709,6.00,21.00,11.00,cluster_9,H00,H0004,H000401,H00040105,H0004010512
P0711,2.50,18.00,8.00,cluster_0,H03,H0315,H031504,H03150411,H0315041140
P0712,3.70,4.50,16.70,cluster_0,H01,H0108,H010801,H01080110,H0108011006
P0713,5.00,16.00,7.00,cluster_9,H00,H0004,H000400,H00040000,H0004000032
P0714,15.00,15.00,8.00,cluster_3,H01,H0108,H010811,H01081100,H0108110043
P0715,7.00,13.00,7.00,cluster_0,H00,H0000,H000005,H00000500,H0000050017
P0716,12.70,6.50,21.00,cluster_9,H03,H0312,H031206,H03120610,H0312061042
P0718,5.00,18.00,10.00,cluster_0,H00,H0004,H000401,H00040100,H0004010026
P0720,47.80,80.00,47.80,cluster_0,H01,H0106,H010601,H01060112,H0106011208
P0721,1.50,25.00,12.50,cluster_0,H01,H0108,H010809,H01080900,H0108090001
P0724,6.00,24.00,10.00,cluster_0,H00,H0003,H000310,H00031000,H0003100001
P0726,1.00,15.00,10.00,cluster_0,H00,H0003,H000312,H00031200,H0003120001
P0728,3.00,4.00,4.00,cluster_0,H02,H0210,H021000,H02100001,H0210000104
P0729,19.00,23.00,20.00,cluster_0,H03,H0315,H031508,H03150800,H0315080020
P0730,4.80,21.20,8.90,cluster_0,H01,H0108,H010807,H01080710,H0108071032
P0731,8.00,18.00,8.00,cluster_0,H03,H0314,H031400,H03140001,H0314000101
P0732,4.50,18.20,4.50,cluster_0,H01,H0108,H010805,H01080500,H0108050033
P0733,2.00,4.00,9.00,cluster_7,H00,H0003,H000314,H00031405,H0003140506
P0735,5.00,22.50,6.10,cluster_8,H01,H0108,H010808,H01080815,H0108081512
P0736,70.00,165.00,36.00,cluster_0,H01,H0107,H010702,H01070200,H0107020004
P0737,2.00,25.00,9.00,cluster_3,H03,H0311,H031111,H03111103,H0311110301
P0738,3.50,8.50,3.50,cluster_0,H01,H0108,H010808,H01080814,H0108081412
P0739,8.50,9.00,8.50,cluster_3,H03,H0312,H031208,H03120817,H0312081713
P0740,1.00,20.00,10.00,cluster_0,H03,H0313,H031305,H03130518,H0313051828
P0741,3.80,16.40,9.50,cluster_0,H01,H0106,H010600,H01060013,H0106001345
P0742,6.40,7.00,6.40,cluster_0,H01,H0108,H010811,H01081100,H0108110038
P0746,1.00,1.00,1.00,cluster_0,H03,H0314,H031407,H03140702,H0314070202
